,h3_index,geometry
564,89394460e07ffff,"POLYGON ((41.392907353257876 2.1826445338301035, 41.39112900794276 2.182972942087345, 41.3905598019662 2.185145107307725, 41.39176894981032 2.1869889597860968, 41.393547329016215 2.186660621735974, 41.3941165264878 2.184488360997497, 41.392907353257876 2.1826445338301035))"
565,89394460c37ffff,"POLYGON ((41.41509858469258 2.201290525235829, 41.41332035461437 2.2016186819584713, 41.412751054241724 2.203791648787164, 41.41395999241672 2.205636554441307, 41.415738256346486 2.2053084680075843, 41.41630754825029 2.203135405627927, 41.41509858469258 2.201290525235829))"
566,89394460c3bffff,"POLYGON ((41.41147157245028 2.1957563803599704, 41.40969335006022 2.1960846232378057, 41.409124118145556 2.198257428092562, 41.41033311710074 2.2001020856145326, 41.412111373351706 2.1997739130062413, 41.41268059678717 2.1976010126035956, 41.41147157245028 2.1957563803599704))"
567,89394460d6bffff,"POLYGON ((41.4069859271694 2.2193305755389443, 41.405207389327025 2.2196583740905997, 41.404637593428134 2.221831357013608, 41.40584634380968 2.2236766368979914, 41.407624915488555 2.2233489086652547, 41.40819470294997 2.2211758302263314, 41.4069859271694 2.2193305755389443))"
568,89394460d63ffff,"POLYGON ((41.40997321462296 2.220848047599179, 41.40819470294997 2.2211758302263314, 41.407624915488555 2.2233489086652547, 41.408833648135044 2.2251942999953997, 41.4106121936404 2.2248665876957916, 41.41118197266748 2.2226934137356094, 41.40997321462296 2.220848047599179))"
569,89394460c07ffff,"POLYGON ((41.41381888131616 2.1932552491326054, 41.41204071895676 2.1935835464007916, 41.41147157245028 2.1957563803599704, 41.41268059678717 2.1976010126035956, 41.41445879300861 2.1972727856028254, 41.41502793103169 2.1950998560881425, 41.41381888131616 2.1932552491326054))"
570,89394460c2bffff,"POLYGON ((41.409124118145556 2.198257428092562, 41.40734583573116 2.1985856165822186, 41.40677651841162 2.2007583923250276, 41.407985491982046 2.2026030751156083, 41.40976380825619 2.202274956897613, 41.41033311710074 2.2001020856145326, 41.409124118145556 2.198257428092562))"
571,89394462877ffff,"POLYGON ((41.445820887149296 2.187343701841663, 41.44404324247852 2.1876722303538836, 41.44347465949548 2.189845812468077, 41.44468372967386 2.1916909617004263, 41.446461408188824 2.191362503494485, 41.44702998268179 2.189188825747059, 41.445820887149296 2.187343701841663))"
572,8939446295bffff,"POLYGON ((41.44774208993771 2.199400716845596, 41.44596434375012 2.199729034406649, 41.445395529840745 2.2019028160311027, 41.44660447058773 2.203748375718067, 41.4483822506038 2.203420128495623, 41.44895105604498 2.201246251244711, 41.44774208993771 2.199400716845596))"
573,89394462823ffff,"POLYGON ((41.449448112842724 2.1928793219128457, 41.447670460593024 2.193207764237788, 41.44710180912549 2.1953815085038406, 41.44831081838797 2.1972269060783907, 41.450088504472504 2.196898534079142, 41.45065714746035 2.1947246941767644, 41.449448112842724 2.1928793219128457))"
574,89394462c2fffff,"POLYGON ((41.46352287779663 2.1778644478312397, 41.46174558630524 2.178193216818708, 41.461177447655885 2.1803671356913195, 41.46238660900333 2.182212381255619, 41.46416393433633 2.1818836825809593, 41.464732064480856 2.179709668026313, 41.46352287779663 2.1778644478312397))"
575,89394462897ffff,"POLYGON ((41.461177447655885 2.1803671356913195, 41.45940009602227 2.1806958502295584, 41.458831871895036 2.182869740019976, 41.460041007902646 2.1847150109437257, 41.46181839337674 2.184386366720461, 41.46238660900333 2.182212381255619, 41.461177447655885 2.1803671356913195))"
576,89394462887ffff,"POLYGON ((41.458831871895036 2.182869740019976, 41.457054460125526 2.183198400111152, 41.45648615052368 2.1853722608118282, 41.4576952611884 2.1872175570852477, 41.45947270679726 2.1868889673111864, 41.460041007902646 2.1847150109437257, 41.458831871895036 2.182869740019976))"
577,893944628bbffff,"POLYGON ((41.45648615052368 2.1853722608118282, 41.45470867862461 2.1857008664581294, 41.45414028355143 2.1878746980614916, 41.455349368870166 2.1897200196748385, 41.45712687460747 2.18939148434778, 41.4576952611884 2.1872175570852477, 41.45648615052368 2.1853722608118282))"
578,89394462837ffff,"POLYGON ((41.45243477343546 2.194396267737125, 41.45065714746035 2.1947246941767644, 41.450088504472504 2.196898534079142, 41.45129749593697 2.198744043180669, 41.45307515574284 2.198415687075329, 41.45364379025408 2.196241751531287, 41.45243477343546 2.194396267737125))"
579,893944628afffff,"POLYGON ((41.454780896817006 2.1918939178248795, 41.45300333095762 2.192222398707145, 41.45243477343546 2.194396267737125, 41.45364379025408 2.196241751531287, 41.455421389945315 2.195913340981193, 41.45598993898669 2.1937393763019055, 41.454780896817006 2.1918939178248795))"
580,89394462863ffff,"POLYGON ((41.44283412918325 2.185827217953118, 41.441056458260654 2.186155762333428, 41.44048786678446 2.1883292488197252, 41.441696954724605 2.190174286550733, 41.44347465949548 2.189845812468077, 41.44404324247852 2.1876722303538836, 41.44283412918325 2.185827217953118))"
581,8939446286fffff,"POLYGON ((41.44048786678446 2.1883292488197252, 41.438710135766975 2.1886577387748094, 41.438141458841876 2.1908311961639453, 41.43935052142382 2.1926762592154385, 41.44112828628846 2.192347839560164, 41.441696954724605 2.190174286550733, 41.44048786678446 2.1883292488197252))"
582,89394462bc3ffff,"POLYGON ((41.435154587405584 2.1893146801329344, 41.43337677006748 2.1896431315374474, 41.43280799920892 2.191816464214563, 41.434017054176884 2.1936614410916335, 41.43579490536512 2.193333059980429, 41.436363667735854 2.191159631695986, 41.435154587405584 2.1893146801329344))"
583,8939446064bffff,"POLYGON ((41.39010540086828 2.0963741029469, 41.3883279405979 2.0967040603940275, 41.387760535223975 2.0988750745670877, 41.3889705987811 2.100716226880673, 41.390748093046085 2.1003863394276023, 41.39131548975994 2.098215229664011, 41.39010540086828 2.0963741029469))"
584,8939446064fffff,"POLYGON ((41.390748093046085 2.1003863394276023, 41.3889705987811 2.100716226880673, 41.38840311668873 2.102887307903233, 41.38961313751472 2.104728597058183, 41.39139066576914 2.1043987796099635, 41.391958139208725 2.102227602999045, 41.390748093046085 2.1003863394276023))"
585,89394460643ffff,"POLYGON ((41.39309292397881 2.0978852878788157, 41.39131548975994 2.098215229664011, 41.390748093046085 2.1003863394276023, 41.391958139208725 2.102227602999045, 41.39373560741812 2.1018977312165195, 41.39430299547495 2.0997265258570126, 41.39309292397881 2.0978852878788157))"
586,89394460657ffff,"POLYGON ((41.39608040363303 2.099396599738008, 41.39430299547495 2.0997265258570126, 41.39373560741812 2.1018977312165195, 41.39494563617382 2.1037391060554405, 41.39672307831832 2.103409249947703, 41.39729045772123 2.101237948986886, 41.39608040363303 2.099396599738008))"
587,8939446061bffff,"POLYGON ((41.39906783980912 2.1009080385383445, 41.39729045772123 2.101237948986886, 41.39672307831832 2.103409249947703, 41.397933089654714 2.105250736063743, 41.399710505724954 2.1049208956350522, 41.40027787647701 2.1027494990675697, 41.39906783980912 2.1009080385383445))"
588,89394460613ffff,"POLYGON ((41.40205523248543 2.102419604293727, 41.40027787647701 2.1027494990675697, 41.399710505724954 2.1049208956350522, 41.40092049962965 2.106762493037848, 41.4026978896163 2.1064326682924728, 41.4032652517206 2.1042611761129395, 41.40205523248543 2.102419604293727))"
589,8939446068fffff,"POLYGON ((41.4050425816402 2.103931297018058, 41.4032652517206 2.1042611761129395, 41.4026978896163 2.1064326682924728, 41.4039078660769 2.1082743769916585, 41.40568522997064 2.1079445679338282, 41.40625258343023 2.1057729801368628, 41.4050425816402 2.103931297018058))"
590,8939446044bffff,"POLYGON ((41.41101714929825 2.106955063429081, 41.40923987158421 2.107284911153261, 41.40867252676625 2.109456594573043, 41.40988246830143 2.1112985258939165, 41.41165977998139 2.110968748223988, 41.412227116160814 2.1087969691760367, 41.41101714929825 2.106955063429081))"
591,89394460443ffff,"POLYGON ((41.41400436775807 2.1084671371435775, 41.412227116160814 2.1087969691760367, 41.41165977998139 2.110968748223988, 41.412869704035266 2.1128107908701788, 41.414646989594345 2.1124810289005875, 41.41521431713829 2.1103091542190593, 41.41400436775807 2.1084671371435775))"
592,89394460693ffff,"POLYGON ((41.4097315292625 2.0989283051284224, 41.407954319495985 2.099258292928827, 41.40738712819215 2.101429842628243, 41.40859715530853 2.103271500156967, 41.410374399051406 2.1029415823892688, 41.41094158170215 2.1007699370572848, 41.4097315292625 2.0989283051284224))"
593,8939446069bffff,"POLYGON ((41.406744249609176 2.0974167723060204, 41.404967013743395 2.0977467757766775, 41.404399813783385 2.0999182298489223, 41.405609858345905 2.101759776074806, 41.40738712819215 2.101429842628243, 41.407954319495985 2.099258292928827, 41.406744249609176 2.0974167723060204))"
594,8939446068bffff,"POLYGON ((41.404399813783385 2.0999182298489223, 41.402622517843106 2.1002481789700864, 41.40205523248543 2.102419604293727, 41.4032652517206 2.1042611761129395, 41.4050425816402 2.103931297018058, 41.405609858345905 2.101759776074806, 41.404399813783385 2.0999182298489223))"
595,893944606cfffff,"POLYGON ((41.39842505440423 2.096895385179821, 41.39664770630387 2.09722536563746, 41.39608040363303 2.099396599738008, 41.39729045772123 2.101237948986886, 41.39906783980912 2.1009080385383445, 41.39963513382186 2.0987367088289424, 41.39842505440423 2.096895385179821))"
596,8939446282fffff,"POLYGON ((41.44710180912549 2.1953815085038406, 41.445324096771614 2.1957098963927146, 41.44475535984589 2.197883611531203, 41.44596434375012 2.199729034406649, 41.44774208993771 2.199400716845596, 41.44831081838797 2.1972269060783907, 41.44710180912549 2.1953815085038406))"
597,8939446282bffff,"POLYGON ((41.446461408188824 2.191362503494485, 41.44468372967386 2.1916909617004263, 41.44411506972358 2.1938646103354915, 41.445324096771614 2.1957098963927146, 41.44710180912549 2.1953815085038406, 41.447670460593024 2.193207764237788, 41.446461408188824 2.191362503494485))"
598,89394462b93ffff,"POLYGON ((41.44411506972358 2.1938646103354915, 41.44233733110964 2.1941930141096906, 41.441768585705354 2.1963666336248218, 41.442977587394154 2.1982119449862165, 41.44475535984589 2.197883611531203, 41.445324096771614 2.1957098963927146, 41.44411506972358 2.1938646103354915))"
599,89394462ab7ffff,"POLYGON ((41.43920666760171 2.1802926774079308, 41.437429004294266 2.1806213079303167, 41.43686048126631 2.182794632251256, 41.438069630049924 2.184639421671739, 41.43984732721499 2.1843108614276177, 41.44041584173944 2.18213744148188, 41.43920666760171 2.1802926774079308))"
600,89394462e77ffff,"POLYGON ((41.44133387881163 2.1592177862781265, 41.43955647119683 2.1595468066328336, 41.43898842675478 2.1617199226130652, 41.4401977984692 2.1635641138847106, 41.441975239964854 2.16323516376091, 41.44254327586583 2.161061952131669, 41.44133387881163 2.1592177862781265))"
601,89394462e67ffff,"POLYGON ((41.43898842675478 2.1617199226130652, 41.43721095903196 2.1620488885532114, 41.436642829143246 2.1642219755348506, 41.4378521755148 2.1660661922148594, 41.43962967711734 2.1657372965077504, 41.4401977984692 2.1635641138847106, 41.43898842675478 2.1617199226130652))"
602,89394460623ffff,"POLYGON ((41.39865038533502 2.1154484227419643, 41.396872841262564 2.115778068751318, 41.39630514622437 2.117949541387462, 41.39751500388402 2.119791463603896, 41.399292581922026 2.119461887648877, 41.39986026833541 2.117290319420198, 41.39865038533502 2.1154484227419643))"
603,89394462e27ffff,"POLYGON ((41.445603241269794 2.1687683203317145, 41.44382579213913 2.169097184384601, 41.44325760239577 2.1712705292775687, 41.44446687030704 2.173115105764639, 41.44624435330397 2.1727863119727973, 41.446812534523936 2.1706128714299626, 41.445603241269794 2.1687683203317145))"
604,89394462e2fffff,"POLYGON ((41.44261648116678 2.1672527447687324, 41.44083900579551 2.167581624650871, 41.44027080752564 2.1697548738993206, 41.44148009315411 2.171599338907259, 41.44325760239577 2.1712705292775687, 41.44382579213913 2.169097184384601, 41.44261648116678 2.1672527447687324))"
605,893944628cbffff,"POLYGON ((41.44858995740469 2.1702840232106055, 41.446812534523936 2.1706128714299626, 41.44624435330397 2.1727863119727973, 41.44745360348564 2.1746309999486555, 41.44923106022855 2.1743022219989694, 41.44979923292821 2.172128685800898, 41.44858995740469 2.1702840232106055))"
606,89394460c0fffff,"POLYGON ((41.41083165155908 2.191739050872441, 41.40905346303514 2.192067364009028, 41.40848430804218 2.1942401024180693, 41.40969335006022 2.1960846232378057, 41.41147157245028 2.1957563803599704, 41.41204071895676 2.1935835464007916, 41.41083165155908 2.191739050872441))"
607,89394460d57ffff,"POLYGON ((41.41403005590105 2.2118277296564504, 41.41225169809886 2.212155691391613, 41.41168215841552 2.2143287618550223, 41.412890984985 2.21617396611918, 41.414669376627096 2.2158460746965685, 41.41523890786039 2.213672908694376, 41.41403005590105 2.2118277296564504))"
608,893944615b7ffff,"POLYGON ((41.38840311668873 2.102887307903233, 41.38662556238394 2.1032171410263296, 41.38605799491629 2.105388193300285, 41.387267990402606 2.107229508029038, 41.38904557869567 2.106899744912927, 41.38961313751472 2.104728597058183, 41.38840311668873 2.102887307903233))"
609,893944615a7ffff,"POLYGON ((41.38605799491629 2.105388193300285, 41.38428038057809 2.105717972095615, 41.383712727738434 2.107888995613396, 41.38492269788196 2.109730335906236, 41.38670034620734 2.1094006271200674, 41.387267990402606 2.107229508029038, 41.38605799491629 2.105388193300285))"
610,89394460663ffff,"POLYGON ((41.39203311901573 2.1084114234700944, 41.39025555677712 2.108741170902728, 41.389687921223185 2.1109123855723544, 41.39089785654664 2.112753948390448, 41.39267545276423 2.1124242709841785, 41.393243079679934 2.1102529607305796, 41.39203311901573 2.1084114234700944))"
611,89394460667ffff,"POLYGON ((41.39267545276423 2.1124242709841785, 41.39089785654664 2.112753948390448, 41.390330144249596 2.114925229857648, 41.39154003680165 2.116766929497485, 41.39331766699298 2.11643732212835, 41.39388537065907 2.1142659450793433, 41.39267545276423 2.1124242709841785))"
612,8939446028bffff,"POLYGON ((41.38798469032045 2.11742610560068, 41.38620697403638 2.117755674336206, 41.38563909098643 2.1199268982079054, 41.38684893284367 2.1217686489078584, 41.38862668309923 2.1214391502137855, 41.38919455752663 2.119267830775438, 41.38798469032045 2.11742610560068))"
613,89394460283ffff,"POLYGON ((41.390972247753275 2.1189382777449346, 41.38919455752663 2.119267830775438, 41.38862668309923 2.1214391502137855, 41.38983650751854 2.1232810121907684, 41.39161423171257 2.122951529210306, 41.39218209752048 2.1207801141999507, 41.390972247753275 2.1189382777449346))"
614,89394460293ffff,"POLYGON ((41.39331766699298 2.11643732212835, 41.39154003680165 2.116766929497485, 41.390972247753275 2.1189382777449346, 41.39218209752048 2.1207801141999507, 41.39395976168034 2.120450576878706, 41.39452754210504 2.118279133051683, 41.39331766699298 2.11643732212835))"
615,8939446062bffff,"POLYGON ((41.395662940808755 2.1139362833694326, 41.39388537065907 2.1142659450793433, 41.39331766699298 2.11643732212835, 41.39452754210504 2.118279133051683, 41.39630514622437 2.117949541387462, 41.396872841262564 2.115778068751318, 41.395662940808755 2.1139362833694326))"
616,8939446063bffff,"POLYGON ((41.39800806919097 2.111435161473529, 41.39623055908928 2.1117648775264537, 41.395662940808755 2.1139362833694326, 41.396872841262564 2.115778068751318, 41.39865038533502 2.1154484227419643, 41.399217994983466 2.1132769213042626, 41.39800806919097 2.111435161473529))"
617,89394460633ffff,"POLYGON ((41.400995479002695 2.112947220947604, 41.399217994983466 2.1132769213042626, 41.39865038533502 2.1154484227419643, 41.39986026833541 2.117290319420198, 41.4016377863213 2.1169606891156985, 41.40220538734073 2.1147890920778956, 41.400995479002695 2.112947220947604))"
618,89394460287ffff,"POLYGON ((41.39161423171257 2.122951529210306, 41.38983650751854 2.1232810121907684, 41.38926855633068 2.125452398376911, 41.39047833794963 2.1272943971495537, 41.39225609610585 2.126964984229933, 41.39282403868152 2.124793502473962, 41.39161423171257 2.122951529210306))"
619,8939446067bffff,"POLYGON ((41.39139066576914 2.1043987796099635, 41.38961313751472 2.104728597058183, 41.38904557869567 2.106899744912927, 41.39025555677712 2.108741170902728, 41.39203311901573 2.1084114234700944, 41.392600669189264 2.106240180029186, 41.39139066576914 2.1043987796099635))"
620,8939446004bffff,"POLYGON ((41.39460173680468 2.124464035211371, 41.39282403868152 2.124793502473962, 41.39225609610585 2.126964984229933, 41.393465860263085 2.128807094295613, 41.39524359234435 2.1284776971024644, 41.39581152631086 2.1263061197713085, 41.39460173680468 2.124464035211371))"
621,89394460673ffff,"POLYGON ((41.39437817138398 2.105910378260064, 41.392600669189264 2.106240180029186, 41.39203311901573 2.1084114234700944, 41.393243079679934 2.1102529607305796, 41.39502061585473 2.1099232289856595, 41.395588157385816 2.1077518899532057, 41.39437817138398 2.105910378260064))"
622,89394460647ffff,"POLYGON ((41.39373560741812 2.1018977312165195, 41.391958139208725 2.102227602999045, 41.39139066576914 2.1043987796099635, 41.392600669189264 2.106240180029186, 41.39437817138398 2.105910378260064, 41.39494563617382 2.1037391060554405, 41.39373560741812 2.1018977312165195))"
623,8939446060bffff,"POLYGON ((41.39672307831832 2.103409249947703, 41.39494563617382 2.1037391060554405, 41.39437817138398 2.105910378260064, 41.395588157385816 2.1077518899532057, 41.39736563351151 2.107422103867491, 41.397933089654714 2.105250736063743, 41.39672307831832 2.103409249947703))"
624,89394463143ffff,"POLYGON ((41.409502667811175 2.0803756014419283, 41.40772565409272 2.08070592361272, 41.40715885511977 2.0828772343517863, 41.40836907855225 2.0847183185660034, 41.410146126269034 2.084388066382646, 41.410712916555575 2.0822166599947716, 41.409502667811175 2.0803756014419283))"
625,89394463153ffff,"POLYGON ((41.411846335001165 2.077873885502106, 41.41006938137955 2.078204262022347, 41.409502667811175 2.0803756014419283, 41.410712916555575 2.0822166599947716, 41.412489904176624 2.0818863534597583, 41.4130566090544 2.0797149183838117, 41.411846335001165 2.077873885502106))"
626,893944631cfffff,"POLYGON ((41.41483353657339 2.0793845574949734, 41.4130566090544 2.0797149183838117, 41.412489904176624 2.0818863534597583, 41.41370013550593 2.0837275233057855, 41.41547709702026 2.083397232410816, 41.4160437932105 2.081225701673075, 41.41483353657339 2.0793845574949734))"
627,893944631cbffff,"POLYGON ((41.4141898566802 2.0753720865377083, 41.412412963161756 2.075702517409605, 41.411846335001165 2.077873885502106, 41.4130566090544 2.0797149183838117, 41.41483353657339 2.0793845574949734, 41.41540015603919 2.0772130937385214, 41.4141898566802 2.0753720865377083))"
628,893944630b7ffff,"POLYGON ((41.421219548555776 2.0678661915511722, 41.419442835384814 2.0681967854909598, 41.41887646346707 2.0703682395568372, 41.420086813428256 2.072209195366674, 41.42186356060309 2.071878671403415, 41.42242992381344 2.0697071216509153, 41.421219548555776 2.0678661915511722))"
629,893944630bbffff,"POLYGON ((41.41758830257473 2.0623438978870823, 41.415811597302756 2.062674577393781, 41.41524529337334 2.0648458687301727, 41.41645570343421 2.0666865762403743, 41.41823244271936 2.066355966690806, 41.41879873793102 2.0641845796710494, 41.41758830257473 2.0623438978870823))"
630,8939446308fffff,"POLYGON ((41.41694404305486 2.0583320331694708, 41.41516737180126 2.058662782622476, 41.414601144562404 2.060834006893326, 41.415811597302756 2.062674577393781, 41.41758830257473 2.0623438978870823, 41.418154521088546 2.0601725779307336, 41.41694404305486 2.0583320331694708))"
631,89394463087ffff,"POLYGON ((41.41993116623614 2.0598418440703052, 41.418154521088546 2.0601725779307336, 41.41758830257473 2.0623438978870823, 41.41879873793102 2.0641845796710494, 41.42057541709292 2.0638539157655567, 41.421141626884776 2.0616825001182733, 41.41993116623614 2.0598418440703052))"
632,89394463097ffff,"POLYGON ((41.422273884348044 2.057339707285206, 41.42049729933113 2.0576704955015623, 41.41993116623614 2.0598418440703052, 41.421141626884776 2.0616825001182733, 41.42291824591706 2.0613517818546647, 41.42348437028591 2.059180337587459, 41.422273884348044 2.057339707285206))"
633,8939446355bffff,"POLYGON ((41.42526092918231 2.0588495649636003, 41.42348437028591 2.059180337587459, 41.42291824591706 2.0613517818546647, 41.424128689168256 2.0631925491990004, 41.42590528207592 2.0628618465364705, 41.4264713977217 2.060690306565401, 41.42526092918231 2.0588495649636003))"
634,89394463553ffff,"POLYGON ((41.42824793048825 2.0603595495382576, 41.4264713977217 2.060690306565401, 41.42590528207592 2.0628618465364705, 41.42711570791727 2.0647027251868044, 41.42889227469099 2.064372038129606, 41.42945838161678 2.0622004024492626, 41.42824793048825 2.0603595495382576))"
635,893944635cbffff,"POLYGON ((41.430590433322664 2.057857169553349, 41.428813960703565 2.058187980947269, 41.42824793048825 2.0603595495382576, 41.42945838161678 2.0622004024492626, 41.43123488824418 2.061869661023099, 41.4318009097353 2.059697996715299, 41.430590433322664 2.057857169553349))"
636,89394463427ffff,"POLYGON ((41.427603466879034 2.056347265097736, 41.42582696812489 2.0566780920840326, 41.42526092918231 2.0588495649636003, 41.4264713977217 2.060690306565401, 41.42824793048825 2.0603595495382576, 41.428813960703565 2.058187980947269, 41.427603466879034 2.056347265097736))"
637,89394460097ffff,"POLYGON ((41.41487113918343 2.1310402276889735, 41.41309365775216 2.131369654925992, 41.41252585219453 2.133541739090864, 41.413735536663644 2.135384491630804, 41.415513052029524 2.1350551345126534, 41.41608084899227 2.132882954732814, 41.41487113918343 2.1310402276889735))"
638,89394460087ffff,"POLYGON ((41.41252585219453 2.133541739090864, 41.41074831069248 2.1338711119567133, 41.4101804197255 2.1360431672443374, 41.41139007885182 2.137885945270615, 41.413167654287335 2.137556642525819, 41.413735536663644 2.135384491630804, 41.41252585219453 2.133541739090864))"
639,8939446042fffff,"POLYGON ((41.417216280682595 2.1285386330440033, 41.41543885932843 2.12886811465441, 41.41487113918343 2.1310402276889735, 41.41608084899227 2.132882954732814, 41.41785830428217 2.13255354323916, 41.41842601582808 2.1303813345820215, 41.417216280682595 2.1285386330440033))"
640,89394460423ffff,"POLYGON ((41.41956127668242 2.126036955161385, 41.417783915411704 2.126366491147315, 41.417216280682595 2.1285386330440033, 41.41842601582808 2.1303813345820215, 41.42020341103565 2.1300518687106686, 41.42077103716148 2.127879631183836, 41.41956127668242 2.126036955161385))"
641,89394460553ffff,"POLYGON ((41.420845425679566 2.1340669859039387, 41.419067996540385 2.1343963816499794, 41.41850020816943 2.1365686570501707, 41.41970985752694 2.138411632327179, 41.421487320592504 2.138082306717257, 41.422055100374756 2.1359099356913456, 41.420845425679566 2.1340669859039387))"
642,89394460427ffff,"POLYGON ((41.42020341103565 2.1300518687106686, 41.41842601582808 2.1303813345820215, 41.41785830428217 2.13255354323916, 41.419067996540385 2.1343963816499794, 41.420845425679566 2.1340669859039387, 41.421413128629496 2.1318946816188915, 41.42020341103565 2.1300518687106686))"
643,89394460437ffff,"POLYGON ((41.42254837228037 2.1275501109326, 41.42077103716148 2.127879631183836, 41.42020341103565 2.1300518687106686, 41.421413128629496 2.1318946816188915, 41.42319049768112 2.13156523149082, 41.423758115206766 2.1293928983284798, 41.42254837228037 2.1275501109326))"
644,893944605cbffff,"POLYGON ((41.42319049768112 2.13156523149082, 41.421413128629496 2.1318946816188915, 41.420845425679566 2.1340669859039387, 41.422055100374756 2.1359099356913456, 41.42383250335391 2.135580555697247, 41.42440019771093 2.1334081557788807, 41.42319049768112 2.13156523149082))"
645,8939446042bffff,"POLYGON ((41.41657413739237 2.124523926488656, 41.41479674997914 2.1248534782050084, 41.4142291066437 2.127025524476927, 41.41543885932843 2.12886811465441, 41.417216280682595 2.1285386330440033, 41.417783915411704 2.126366491147315, 41.41657413739237 2.124523926488656))"
646,89394460473ffff,"POLYGON ((41.41528949182658 2.1164951243930274, 41.41351217231091 2.116824816288981, 41.4129446825699 2.1189967289835923, 41.41415452096609 2.1208390454085615, 41.41593187443315 2.120509423597017, 41.41649935555325 2.1183374152732317, 41.41528949182658 2.1164951243930274))"
647,8939446040fffff,"POLYGON ((41.418276648934615 2.118007739090481, 41.41649935555325 2.1183374152732317, 41.41593187443315 2.120509423597017, 41.417141695312864 2.122351851369733, 41.41891902264152 2.1220222452800237, 41.41948649514378 2.119850141321682, 41.418276648934615 2.118007739090481))"
648,89394460477ffff,"POLYGON ((41.41593187443315 2.120509423597017, 41.41415452096609 2.1208390454085615, 41.413586954431985 2.123011024900511, 41.41479674997914 2.1248534782050084, 41.41657413739237 2.124523926488656, 41.417141695312864 2.122351851369733, 41.41593187443315 2.120509423597017))"
649,89394460467ffff,"POLYGON ((41.413586954431985 2.123011024900511, 41.41180954088556 2.1233405923430078, 41.41124188894067 2.1255125429955477, 41.412451659152254 2.127355021822079, 41.4142291066437 2.127025524476927, 41.41479674997914 2.1248534782050084, 41.413586954431985 2.123011024900511))"
650,8939446044fffff,"POLYGON ((41.41165977998139 2.110968748223988, 41.40988246830143 2.1112985258939165, 41.40931504671407 2.1134702761478708, 41.41052494543851 2.115312344355028, 41.41230229107916 2.114982636750133, 41.412869704035266 2.1128107908701788, 41.41165977998139 2.110968748223988))"
651,89394460447ffff,"POLYGON ((41.414646989594345 2.1124810289005875, 41.412869704035266 2.1128107908701788, 41.41230229107916 2.114982636750133, 41.41351217231091 2.116824816288981, 41.41528949182658 2.1164951243930274, 41.4158568961545 2.1143231828817, 41.414646989594345 2.1124810289005875))"
652,8939446047bffff,"POLYGON ((41.41230229107916 2.114982636750133, 41.41052494543851 2.115312344355028, 41.409957447073516 2.1174841614258457, 41.41116730297376 2.1193263665126745, 41.4129446825699 2.1189967289835923, 41.41351217231091 2.116824816288981, 41.41230229107916 2.114982636750133))"
653,89394460463ffff,"POLYGON ((41.4129446825699 2.1189967289835923, 41.41116730297376 2.1193263665126745, 41.410599727822934 2.1214982503830315, 41.41180954088556 2.1233405923430078, 41.413586954431985 2.123011024900511, 41.41415452096609 2.1208390454085615, 41.4129446825699 2.1189967289835923))"
654,89394460213ffff,"POLYGON ((41.38563909098643 2.1199268982079054, 41.38386131467864 2.1202564126113193, 41.38329334625713 2.1224276076739206, 41.38450316276235 2.1242693838893327, 41.386280973040506 2.123939939529541, 41.38684893284367 2.1217686489078584, 41.38563909098643 2.1199268982079054))"
655,8939446021bffff,"POLYGON ((41.38265145539585 2.1184147731787784, 41.3808736530452 2.118744303287272, 41.38030567600225 2.12091540279616, 41.38151550993199 2.1227570677473953, 41.38329334625713 2.1224276076739206, 41.38386131467864 2.1202564126113193, 41.38265145539585 2.1184147731787784))"
656,89394461d33ffff,"POLYGON ((41.37263372277983 2.1760546915281855, 41.37085516104703 2.176383140418082, 41.37028581862257 2.178554703636551, 41.37149504645067 2.1803979134406832, 41.37327364209776 2.1800695347084034, 41.373842976003026 2.177897876011515, 41.37263372277983 2.1760546915281855))"
657,8939446060fffff,"POLYGON ((41.39736563351151 2.107422103867491, 41.395588157385816 2.1077518899532057, 41.39502061585473 2.1099232289856595, 41.39623055908928 2.1117648775264537, 41.39800806919097 2.111435161473529, 41.39857560208269 2.1092637268441576, 41.39736563351151 2.107422103867491))"
658,89394460c6bffff,"POLYGON ((41.40250964776362 2.1912079283814623, 41.400731346923635 2.1915362188646914, 41.40016208955289 2.193708737107882, 41.40137114151118 2.1955530603968394, 41.40314947622439 2.1952248401572927, 41.40371872510669 2.1930522263822496, 41.40250964776362 2.1912079283814623))"
659,89394460c7bffff,"POLYGON ((41.4048570605638 2.188707036196095, 41.4030788197388 2.189035381056676, 41.40250964776362 2.1912079283814623, 41.40371872510669 2.1930522263822496, 41.405496999806054 2.1927239517632104, 41.40606616328858 2.1905513088989634, 41.4048570605638 2.188707036196095))"
660,893944608c3ffff,"POLYGON ((41.39781438594124 2.1962094623699917, 41.39603596509035 2.196537644105082, 41.39546653693835 2.198710104162432, 41.39667553811786 2.2005544779984887, 41.3984539928397 2.200226366511352, 41.399023412511674 2.198053810937346, 41.39781438594124 2.1962094623699917))"
661,89394462a97ffff,"POLYGON ((41.44027080752564 2.1697548738993206, 41.43849327204861 2.1700836993625883, 41.43792498833023 2.1722569195820998, 41.439134248611765 2.174101409972375, 41.44091181795804 2.1737726547636838, 41.44148009315411 2.171599338907259, 41.44027080752564 2.1697548738993206))"
