,h3_index,geometry
172,8939446ad93ffff,"POLYGON ((41.33506401804483 2.1127766995940758, 41.333285604225395 2.113106146485716, 41.33271709695095 2.1152759561013856, 41.333927012133664 2.1171164142740766, 41.335705459971166 2.116787037325209, 41.336273958608444 2.1146171322580183, 41.33506401804483 2.1127766995940758))"
173,8939446add7ffff,"POLYGON ((41.3290872316186 2.109755077090021, 41.327308766018064 2.1100845553203667, 41.326740241460094 2.112254174049048, 41.32795019114654 2.114094409985328, 41.329728690773344 2.1137650016806155, 41.33029720668801 2.1115952875111055, 41.3290872316186 2.109755077090021))"
174,8939446ad97ffff,"POLYGON ((41.335705459971166 2.116787037325209, 41.333927012133664 2.1171164142740766, 41.333358428195005 2.119286290577616, 41.33456830072433 2.1211268853787844, 41.33634678257466 2.1207975783834407, 41.33691535788342 2.1186276066305583, 41.335705459971166 2.116787037325209))"
175,8939446ad83ffff,"POLYGON ((41.33271709695095 2.1152759561013856, 41.33093862321413 2.115605348730289, 41.33037003064251 2.1177751295898446, 41.33157992044126 2.1196156132616117, 41.333358428195005 2.119286290577616, 41.333927012133664 2.1171164142740766, 41.33271709695095 2.1152759561013856))"
176,8939446ad9bffff,"POLYGON ((41.33207564640269 2.11126582494801, 41.33029720668801 2.1115952875111055, 41.329728690773344 2.1137650016806155, 41.33093862321413 2.115605348730289, 41.33271709695095 2.1152759561013856, 41.333285604225395 2.113106146485716, 41.33207564640269 2.11126582494801))"
177,8939446ad17ffff,"POLYGON ((41.32802281912918 2.120274220054125, 41.3262442255767 2.1206035041641185, 41.32567546242064 2.1227732274888043, 41.32688530144215 2.124613762129536, 41.328663929009316 2.1242845479688044, 41.32923268354086 2.122114729215233, 41.32802281912918 2.120274220054125))"
178,89394461e23ffff,"POLYGON ((41.34488738879868 2.1398663844504076, 41.34310882281691 2.1401953800655584, 41.34253987261836 2.1423657804310547, 41.34374949698957 2.1442072806275854, 41.34552809694984 2.143878355036834, 41.34609703856096 2.141707859222287, 41.34488738879868 2.1398663844504076))"
179,89394461e2bffff,"POLYGON ((41.34189915570248 2.1383540164774324, 41.3401205637822 2.138683027824071, 41.33955160499317 2.1408533327458956, 41.340761246715495 2.142694721761885, 41.34253987261836 2.1423657804310547, 41.34310882281691 2.1401953800655584, 41.34189915570248 2.1383540164774324))"
180,89394461e37ffff,"POLYGON ((41.347875578594845 2.141378879342896, 41.34609703856096 2.141707859222287, 41.34552809694984 2.143878355036834, 41.34673770395752 2.1457199664234987, 41.34851627796582 2.1453910565770715, 41.349085210992605 2.143220465308144, 41.347875578594845 2.141378879342896))"
181,89394461d4fffff,"POLYGON ((41.36238984314117 2.163483363466683, 41.360611271191594 2.1638120000266365, 41.36004205679328 2.1659831438609496, 41.361251422888095 2.167825746599305, 41.36303002877473 2.1674971801496703, 41.363599234630065 2.1653259408484797, 41.36238984314117 2.163483363466683))"
182,893944618b3ffff,"POLYGON ((41.35940186224298 2.161969533902134, 41.357623264291746 2.162298186249254, 41.35705404134739 2.164469234622018, 41.358263424900876 2.1663117261063385, 41.36004205679328 2.1659831438609496, 41.360611271191594 2.1638120000266365, 41.35940186224298 2.161969533902134))"
183,893944618bbffff,"POLYGON ((41.35641383789584 2.1604558313724445, 41.35463521395228 2.160784499502453, 41.3540659824588 2.162955452419029, 41.35527538345857 2.164797832658905, 41.35705404134739 2.164469234622018, 41.357623264291746 2.162298186249254, 41.35641383789584 2.1604558313724445))"
184,89394461d73ffff,"POLYGON ((41.366017957269996 2.169011343502075, 41.364239377398455 2.1693398941516873, 41.363670094738815 2.171511199949781, 41.36487940048394 2.173354050565394, 41.366658014283196 2.173025570045438, 41.3672272884102 2.1708541687773533, 41.366017957269996 2.169011343502075))"
185,89394461d0fffff,"POLYGON ((41.36900584225727 2.1705256339320314, 41.3672272884102 2.1708541687773533, 41.366658014283196 2.173025570045438, 41.36786730253341 2.174868531940663, 41.36964589030413 2.1745400672336137, 41.37021515590156 2.1723685704901916, 41.36900584225727 2.1705256339320314))"
186,89394461d07ffff,"POLYGON ((41.37199368371483 2.1720400514534224, 41.37021515590156 2.1723685704901916, 41.36964589030413 2.1745400672336137, 41.37085516104703 2.176383140418082, 41.37263372277983 2.1760546915281855, 41.373202979850774 2.173883099304089, 41.37199368371483 2.1720400514534224))"
187,89394460e43ffff,"POLYGON ((41.38565189001369 2.1715833070621655, 41.38387356032324 2.1719118873395735, 41.38330449102984 2.174083728560054, 41.38451375995315 2.1759270850121233, 41.386292123553055 2.1755985749030917, 41.38686118432078 2.1734266381707292, 41.38565189001369 2.1715833070621655))"
188,8939446089bffff,"POLYGON ((41.403789184729774 2.199241955055511, 41.40201081614858 2.1995701050405962, 41.40144140495357 2.201742756136583, 41.40265037081423 2.203587352771926, 41.40442877325815 2.203259273052011, 41.40499817597928 2.2010865264287163, 41.403789184729774 2.199241955055511))"
189,89394460eb7ffff,"POLYGON ((41.4018696993691 2.187191219752115, 41.40009143240758 2.187519580468283, 41.39952225193667 2.189692032258939, 41.400731346923635 2.1915362188646914, 41.40250964776362 2.1912079283814623, 41.4030788197388 2.189035381056676, 41.4018696993691 2.187191219752115))"
190,89394460ea7ffff,"POLYGON ((41.39952225193667 2.189692032258939, 41.397743924965376 2.190020338602077, 41.397174659103115 2.1921927613187613, 41.39838372870425 2.194036973215938, 41.40016208955289 2.193708737107882, 41.400731346923635 2.1915362188646914, 41.39952225193667 2.189692032258939))"
191,893944608dbffff,"POLYGON ((41.397174659103115 2.1921927613187613, 41.39539627212842 2.1925210132910617, 41.39482692087806 2.194693406926204, 41.39603596509035 2.196537644105082, 41.39781438594124 2.1962094623699917, 41.39838372870425 2.194036973215938, 41.397174659103115 2.1921927613187613))"
192,893944608cbffff,"POLYGON ((41.39482692087806 2.194693406926204, 41.39304847390633 2.195021604529864, 41.392479037271215 2.1971939690759332, 41.39368805609155 2.1990382315267736, 41.39546653693835 2.198710104162432, 41.39603596509035 2.196537644105082, 41.39482692087806 2.194693406926204))"
193,89394460853ffff,"POLYGON ((41.392479037271215 2.1971939690759332, 41.39070053030879 2.197522112313154, 41.39013100829224 2.1996944477625866, 41.391340001717545 2.2015387354756344, 41.393118542553886 2.201210662479895, 41.39368805609155 2.1990382315267736, 41.392479037271215 2.1971939690759332))"
194,89394460843ffff,"POLYGON ((41.39013100829224 2.1996944477625866, 41.38835244134552 2.200022536635553, 41.38778283395078 2.2021948429808362, 41.38899180197802 2.20403915594634, 41.390770402797514 2.203711137316986, 41.391340001717545 2.2015387354756344, 41.39013100829224 2.1996944477625866))"
195,89394460857ffff,"POLYGON ((41.393118542553886 2.201210662479895, 41.391340001717545 2.2015387354756344, 41.390770402797514 2.203711137316986, 41.39197935318603 2.2055555616611735, 41.393757927891016 2.205227558917669, 41.39432751833942 2.2030550615748705, 41.393118542553886 2.201210662479895))"
196,8939446081bffff,"POLYGON ((41.39610603305604 2.2027270044606615, 41.39432751833942 2.2030550615748705, 41.393757927891016 2.205227558917669, 41.39496686062836 2.207072094650123, 41.39674540920954 2.206744107796762, 41.39731499118939 2.204571514947208, 41.39610603305604 2.2027270044606615))"
197,89394460803ffff,"POLYGON ((41.39674540920954 2.206744107796762, 41.39496686062836 2.207072094650123, 41.39439719326104 2.209244658365163, 41.395606082936716 2.211089330728422, 41.3973846653772 2.2107614141466496, 41.39795432428327 2.2085887549271224, 41.39674540920954 2.206744107796762))"
198,89394460817ffff,"POLYGON ((41.399732846731276 2.20826078396817, 41.39795432428327 2.2085887549271224, 41.3973846653772 2.2107614141466496, 41.39859353737792 2.212606197914161, 41.40037209368113 2.212278297235404, 41.40094174412901 2.210105542506062, 41.399732846731276 2.20826078396817))"
199,893944608bbffff,"POLYGON ((41.402720240434505 2.209777587445802, 41.40094174412901 2.210105542506062, 41.40037209368113 2.212278297235404, 41.40158094799443 2.214123192416766, 41.403359478151025 2.2137953076453205, 41.403929120143815 2.2116224574008174, 41.402720240434505 2.209777587445802))"
200,893944608a3ffff,"POLYGON ((41.403359478151025 2.2137953076453205, 41.40158094799443 2.214123192416766, 41.40101122060488 2.216296013496349, 41.402220031820335 2.2181410453145185, 41.40399859582278 2.2178132308426286, 41.404568314764504 2.2156403142501677, 41.403359478151025 2.2137953076453205))"
201,893944608b7ffff,"POLYGON ((41.40634681876516 2.215312445390319, 41.404568314764504 2.2156403142501677, 41.40399859582278 2.2178132308426286, 41.405207389327025 2.2196583740905997, 41.4069859271694 2.2193305755389443, 41.4075556376664 2.217157563428272, 41.40634681876516 2.215312445390319))"
202,89394460eafffff,"POLYGON ((41.39653481234697 2.188176263381757, 41.394756459253685 2.1885045855805174, 41.39418718489682 2.190676912776029, 41.39539627212842 2.1925210132910617, 41.397174659103115 2.1921927613187613, 41.397743924965376 2.190020338602077, 41.39653481234697 2.188176263381757))"
203,89394460897ffff,"POLYGON ((41.407416097731705 2.20477591727157, 41.405637721440755 2.205103981101431, 41.405068241787916 2.2072767941227323, 41.40627714689016 2.2091216388416877, 41.408055557034494 2.2087936452963537, 41.40862502822381 2.206620736744669, 41.407416097731705 2.20477591727157))"
204,89394460dcbffff,"POLYGON ((41.415738256346486 2.2053084680075843, 41.41395999241672 2.205636554441307, 41.41339061509871 2.207809587678601, 41.41459951017259 2.2096546300279813, 41.416377807948656 2.209326613893925, 41.41694717680511 2.2071534851079306, 41.415738256346486 2.2053084680075843))"
205,89394460d53ffff,"POLYGON ((41.41339061509871 2.207809587678601, 41.41161229114169 2.2081376197155578, 41.41104282841279 2.2103106238029566, 41.41225169809886 2.212155691391613, 41.41403005590105 2.2118277296564504, 41.41459951017259 2.2096546300279813, 41.41339061509871 2.207809587678601))"
206,89394460d43ffff,"POLYGON ((41.41104282841279 2.2103106238029566, 41.40926444443486 2.2106386014453454, 41.40869489629839 2.212811576375305, 41.409903740593556 2.214656669193479, 41.41168215841552 2.2143287618550223, 41.41225169809886 2.212155691391613, 41.41104282841279 2.2103106238029566))"
207,89394460c27ffff,"POLYGON ((41.412751054241724 2.203791648787164, 41.4109727641351 2.204119751115168, 41.41040337835248 2.206292688809124, 41.41161229114169 2.2081376197155578, 41.41339061509871 2.207809587678601, 41.41395999241672 2.205636554441307, 41.412751054241724 2.203791648787164))"
208,89394460d5bffff,"POLYGON ((41.41040337835248 2.206292688809124, 41.40862502822381 2.206620736744669, 41.408055557034494 2.2087936452963537, 41.40926444443486 2.2106386014453454, 41.41104282841279 2.2103106238029566, 41.41161229114169 2.2081376197155578, 41.41040337835248 2.206292688809124))"
209,89394460c8bffff,"POLYGON ((41.417872809436616 2.1842353953920046, 41.416094801027185 2.1845638716998663, 41.415525902265934 2.186736697354032, 41.41673502041375 2.188581142270432, 41.4185130626927 2.1882527362149164, 41.41908195295489 2.1860798149878082, 41.417872809436616 2.1842353953920046))"
210,89394460cc7ffff,"POLYGON ((41.41488563983608 2.182719563531444, 41.413107605255796 2.1830480556904424, 41.412538697992375 2.185220785776993, 41.41374783381198 2.1870651192692976, 41.415525902265934 2.186736697354032, 41.416094801027185 2.1845638716998663, 41.41488563983608 2.182719563531444))"
211,89394460cc3ffff,"POLYGON ((41.414245257465616 2.178702632972084, 41.41246725676422 2.179031195364082, 41.41189842640428 2.1812038589397447, 41.413107605255796 2.1830480556904424, 41.41488563983608 2.182719563531444, 41.41545446168656 2.1805468043858918, 41.414245257465616 2.178702632972084))"
212,893944603b7ffff,"POLYGON ((41.39738670427859 2.159079949468216, 41.39560867461301 2.159408801513856, 41.39504003221168 2.1615807876497235, 41.396249428023246 2.1634240172869297, 41.39802749160395 2.1630952353989534, 41.39859612545856 2.160923153713222, 41.39738670427859 2.159079949468216))"
213,89394460123ffff,"POLYGON ((41.40763024801309 2.1716554516583826, 41.40585222889851 2.171984115927567, 41.405283458391175 2.1741565218467716, 41.40649271552191 2.176000359055342, 41.40827076852886 2.175671764991171, 41.40883953051328 2.1734992635105406, 41.40763024801309 2.1716554516583826))"
214,89394460127ffff,"POLYGON ((41.40827076852886 2.175671764991171, 41.40649271552191 2.176000359055342, 41.405923868133826 2.178172831507317, 41.4071330822689 2.1800168054514257, 41.408911169162955 2.179688281603018, 41.409480008035416 2.177515713591863, 41.40827076852886 2.175671764991171))"
215,89394460ccbffff,"POLYGON ((41.41125803489425 2.1771871353616317, 41.409480008035416 2.177515713591863, 41.408911169162955 2.179688281603018, 41.41012036566245 2.18153236694559, 41.41189842640428 2.1812038589397447, 41.41246725676422 2.179031195364082, 41.41125803489425 2.1771871353616317))"
216,89394460cdbffff,"POLYGON ((41.41360475517614 2.1746859057000143, 41.41182678835887 2.1750145383142416, 41.41125803489425 2.1771871353616317, 41.41246725676422 2.179031195364082, 41.414245257465616 2.178702632972084, 41.41481400241349 2.1765299403525566, 41.41360475517614 2.1746859057000143))"
217,89394460c43ffff,"POLYGON ((41.40656415799191 2.1821893444187825, 41.404786011068985 2.1825178138875994, 41.404217001390734 2.1846903238036144, 41.40542614714009 2.186534459797251, 41.407204327943724 2.1862060605571045, 41.40777332911786 2.184033455091779, 41.40656415799191 2.1821893444187825))"
218,89394460c47ffff,"POLYGON ((41.407204327943724 2.1862060605571045, 41.40542614714009 2.186534459797251, 41.4048570605638 2.188707036196095, 41.40606616328858 2.1905513088989634, 41.407844377967706 2.190222979898234, 41.40841345604714 2.1880503079523312, 41.407204327943724 2.1862060605571045))"
219,89394460137ffff,"POLYGON ((41.41061752348389 2.1731706150666925, 41.40883953051328 2.1734992635105406, 41.40827076852886 2.175671764991171, 41.409480008035416 2.177515713591863, 41.41125803489425 2.1771871353616317, 41.41182678835887 2.1750145383142416, 41.41061752348389 2.1731706150666925))"
220,893944601a3ffff,"POLYGON ((41.41531059703546 2.168168065014288, 41.4135327241566 2.1684968222240255, 41.41296413298931 2.1706693817392826, 41.41417342322963 2.172513279623912, 41.41595132999899 2.1721845926235166, 41.416519912638066 2.170011937526268, 41.41531059703546 2.168168065014288))"
221,893944601bbffff,"POLYGON ((41.414669744199166 2.164151740768606, 41.41289190521605 2.1644805681768906, 41.41232339092674 2.1666530611139243, 41.4135327241566 2.1684968222240255, 41.41531059703546 2.168168065014288, 41.41587910278926 2.165995476493033, 41.414669744199166 2.164151740768606))"
222,893944601abffff,"POLYGON ((41.41232339092674 2.1666530611139243, 41.41054549189345 2.166981834140341, 41.409976892194834 2.1691542980789857, 41.4111862000614 2.170998084564964, 41.41296413298931 2.1706693817392826, 41.4135327241566 2.1684968222240255, 41.41232339092674 2.1666530611139243))"
223,893944601afffff,"POLYGON ((41.41296413298931 2.1706693817392826, 41.4111862000614 2.170998084564964, 41.41061752348389 2.1731706150666925, 41.41182678835887 2.1750145383142416, 41.41360475517614 2.1746859057000143, 41.41417342322963 2.172513279623912, 41.41296413298931 2.1706693817392826))"
224,89394460133ffff,"POLYGON ((41.409976892194834 2.1691542980789857, 41.40819893311771 2.169483016725678, 41.40763024801309 2.1716554516583826, 41.40883953051328 2.1734992635105406, 41.41061752348389 2.1731706150666925, 41.4111862000614 2.170998084564964, 41.409976892194834 2.1691542980789857))"
225,89394460e87ffff,"POLYGON ((41.400589442865275 2.1791584120290675, 41.398811243676406 2.179486913178849, 41.39824221698064 2.1816592320122714, 41.39945139798463 2.1835031452316493, 41.401229631062456 2.1831747142933, 41.401798649247915 2.1810022999212624, 41.400589442865275 2.1791584120290675))"
226,8939446014fffff,"POLYGON ((41.399733230933144 2.1565790279660604, 41.39795526129162 2.1569079343718998, 41.39738670427859 2.159079949468216, 41.39859612545856 2.160923153713222, 41.40037412901635 2.1605943174628743, 41.40094267747848 2.1584222068091465, 41.399733230933144 2.1565790279660604))"
227,89394460147ffff,"POLYGON ((41.402720621006985 2.158093316194268, 41.40094267747848 2.1584222068091465, 41.40037412901635 2.1605943174628743, 41.401583532631136 2.16243763306166, 41.40336151007179 2.1621088126108963, 41.4039300499861 2.1599366063943624, 41.402720621006985 2.158093316194268))"
228,89394460143ffff,"POLYGON ((41.40207961216574 2.1540780231486387, 41.40030170255463 2.154406983916869, 41.399733230933144 2.1565790279660604, 41.40094267747848 2.1584222068091465, 41.402720621006985 2.158093316194268, 41.403289084073364 2.155921176580054, 41.40207961216574 2.1540780231486387))"
229,89394460153ffff,"POLYGON ((41.4044258479667 2.1515769350213043, 41.40264799839236 2.1519059501541227, 41.40207961216574 2.1540780231486387, 41.403289084073364 2.155921176580054, 41.40506696756621 2.15559223159844, 41.40563534523353 2.153420063031322, 41.4044258479667 2.1515769350213043))"
230,893944601cfffff,"POLYGON ((41.40741316868441 2.1530910636807943, 41.40563534523353 2.153420063031322, 41.40506696756621 2.15559223159844, 41.40627642190658 2.157435496390133, 41.40805427927187 2.1571065671994134, 41.40862264838297 2.1549343030543433, 41.40741316868441 2.1530910636807943))"
231,89394460157ffff,"POLYGON ((41.40506696756621 2.15559223159844, 41.403289084073364 2.155921176580054, 41.402720621006985 2.158093316194268, 41.4039300499861 2.1599366063943624, 41.40570796739225 2.159607731574707, 41.40627642190658 2.157435496390133, 41.40506696756621 2.15559223159844))"
232,893944601c7ffff,"POLYGON ((41.41040044570102 2.154605319490362, 41.40862264838297 2.1549343030543433, 41.40805427927187 2.1571065671994134, 41.409263716032584 2.158949943360992, 41.41104154726096 2.1586210299654636, 41.41160990781891 2.156448670237038, 41.41040044570102 2.154605319490362))"
233,8939446011bffff,"POLYGON ((41.40805427927187 2.1571065671994134, 41.40627642190658 2.157435496390133, 41.40570796739225 2.159607731574707, 41.40691737879273 2.161451133141459, 41.4086952700672 2.1611222741213294, 41.409263716032584 2.158949943360992, 41.40805427927187 2.1571065671994134))"
234,893944600a7ffff,"POLYGON ((41.41146368268362 2.144073170833599, 41.409686013257684 2.1444023490732635, 41.40911788323528 2.1465745088584125, 41.4103274312113 2.148417585996399, 41.41210513455914 2.148088477901467, 41.41267325600964 2.1459162225209525, 41.41146368268362 2.144073170833599))"
235,893944601d3ffff,"POLYGON ((41.41210513455914 2.148088477901467, 41.4103274312113 2.148417585996399, 41.40975922435193 2.150589812446693, 41.41096872940559 2.152433026392321, 41.41274646667009 2.152103988452909, 41.41331466496484 2.1499316664094827, 41.41210513455914 2.148088477901467))"
236,8939446057bffff,"POLYGON ((41.41679651855414 2.143085558899305, 41.41501893533476 2.1434147757473703, 41.41445089929641 2.145587060050554, 41.415660455051096 2.1474302231111846, 41.41743807218939 2.1471010764143337, 41.418006099654704 2.1449286965027983, 41.41679651855414 2.143085558899305))"
237,8939446056bffff,"POLYGON ((41.41445089929641 2.145587060050554, 41.41267325600964 2.1459162225209525, 41.41210513455914 2.148088477901467, 41.41331466496484 2.1499316664094827, 41.415092342169416 2.1496025740924583, 41.415660455051096 2.1474302231111846, 41.41445089929641 2.145587060050554))"
238,89394460547ffff,"POLYGON ((41.419141992322714 2.1405839744530795, 41.41736446917707 2.1409132456809705, 41.41679651855414 2.143085558899305, 41.418006099654704 2.1449286965027983, 41.4197836567204 2.1445994954239427, 41.42035159876608 2.1424270865897084, 41.419141992322714 2.1405839744530795))"
239,8939446054fffff,"POLYGON ((41.416154845160314 2.139070244924103, 41.414377295865066 2.1393995319125683, 41.41380933666184 2.14157174952036, 41.41501893533476 2.1434147757473703, 41.41679651855414 2.143085558899305, 41.41736446917707 2.1409132456809705, 41.416154845160314 2.139070244924103))"
240,89394460507ffff,"POLYGON ((41.42575780178777 2.1476277499659737, 41.42398029705743 2.147956919493619, 41.42341228672895 2.150129490637897, 41.424621789695124 2.1519729878760745, 41.426399328332046 2.151643888525492, 41.42696733009679 2.149471221756791, 41.42575780178777 2.1476277499659737))"
241,8939446053bffff,"POLYGON ((41.42341228672895 2.150129490637897, 41.42163472191557 2.1504586057748356, 41.421066626162315 2.152631147973665, 41.4222761037826 2.154474670649489, 41.42405370250145 2.1541456256917475, 41.424621789695124 2.1519729878760745, 41.42341228672895 2.150129490637897))"
242,89394460533ffff,"POLYGON ((41.426399328332046 2.151643888525492, 41.424621789695124 2.1519729878760745, 41.42405370250145 2.1541456256917475, 41.425263162501786 2.155989259776108, 41.42704073504008 2.1556602306133317, 41.42760881367725 2.153487497175488, 41.426399328332046 2.151643888525492))"
243,89394460523ffff,"POLYGON ((41.42405370250145 2.1541456256917475, 41.4222761037826 2.154474670649489, 41.42170793116323 2.1566472795045386, 41.42291736581562 2.15849093901356, 41.424694998434724 2.1581619642457524, 41.425263162501786 2.155989259776108, 41.42405370250145 2.1541456256917475))"
244,89394460537ffff,"POLYGON ((41.42704073504008 2.1556602306133317, 41.425263162501786 2.155989259776108, 41.424694998434724 2.1581619642457524, 41.42590441545577 2.1600057351696935, 41.427682021890206 2.15967677620549, 41.42825017740804 2.1575039761158785, 41.42704073504008 2.1556602306133317))"
245,893944605a7ffff,"POLYGON ((41.43237328009627 2.154673065921882, 41.43059579384023 2.1550021336869585, 41.43002772375645 2.1571749627523293, 41.431237148479646 2.1590188196827182, 41.43301466862886 2.158689822122687, 41.43358273016229 2.156516897424382, 41.43237328009627 2.154673065921882))"
246,89394462ad3ffff,"POLYGON ((41.43301466862886 2.158689822122687, 41.431237148479646 2.1590188196827182, 41.43066900150794 2.161191715397627, 41.43187838322906 2.163035709180331, 41.43365593726619 2.162706781836108, 41.43422407569486 2.1605337904905073, 41.43301466862886 2.158689822122687))"
247,89394462e6fffff,"POLYGON ((41.436001569635536 2.160204808738294, 41.43422407569486 2.1605337904905073, 41.43365593726619 2.162706781836108, 41.43486530131873 2.1645508870626395, 41.436642829143246 2.1642219755348506, 41.43721095903196 2.1620488885532114, 41.436001569635536 2.160204808738294))"
248,89394462e6bffff,"POLYGON ((41.43536019021392 2.1561878454585073, 41.43358273016229 2.156516897424382, 41.43301466862886 2.158689822122687, 41.43422407569486 2.1605337904905073, 41.436001569635536 2.160204808738294, 41.43656962262174 2.1580317884017113, 41.43536019021392 2.1561878454585073))"
249,89394462a77ffff,"POLYGON ((41.42491265810183 2.1767309887587984, 41.42313482986414 2.1770596282576955, 41.4225661873642 2.1792325410890236, 41.42377538161422 2.1810769100143546, 41.42555324372485 2.1807483407614137, 41.426121877713115 2.178575332334288, 41.42491265810183 2.1767309887587984))"
250,89394460dd7ffff,"POLYGON ((41.42171252882658 2.2083424884966467, 41.41993431727857 2.208670543128986, 41.41936495688056 2.2108437674689667, 41.42057381648652 2.212689032733104, 41.42235206187264 2.2123610484176663, 41.42292141381529 2.210187728518331, 41.42171252882658 2.2083424884966467))"
251,89394460dc7ffff,"POLYGON ((41.41936495688056 2.2108437674689667, 41.417586685294786 2.2111717676958573, 41.41701723947749 2.213344962870714, 41.418226073697696 2.215190253367553, 41.42000437912039 2.2148623234596987, 41.42057381648652 2.212689032733104, 41.41936495688056 2.2108437674689667))"
252,89394460d0bffff,"POLYGON ((41.414669376627096 2.2158460746965685, 41.412890984985 2.21617396611918, 41.412321368339036 2.2183471029411574, 41.413530151778495 2.2201924438741507, 41.415308577255274 2.2198646227748307, 41.41587818545848 2.2176913904163538, 41.414669376627096 2.2158460746965685))"
253,89394461cbbffff,"POLYGON ((41.37284475787043 2.142956153470882, 41.37106655363178 2.1432852018033923, 41.370497919522215 2.145456357123786, 41.371707498230464 2.147298559618033, 41.37348573642231 2.1469695813636123, 41.3740543619533 2.1447983305339924, 41.37284475787043 2.142956153470882))"
254,89394461cabffff,"POLYGON ((41.370497919522215 2.145456357123786, 41.368719655306606 2.145785351135107, 41.36815093584661 2.14795647756331, 41.369360489177154 2.149798705478967, 41.37113878734482 2.1494697815478863, 41.371707498230464 2.147298559618033, 41.370497919522215 2.145456357123786))"
255,89394461c17ffff,"POLYGON ((41.36985693210679 2.141443136001072, 41.36807870184847 2.1417722000818857, 41.36751005915727 2.1439432598983994, 41.368719655306606 2.145785351135107, 41.370497919522215 2.145456357123786, 41.37106655363178 2.1432852018033923, 41.36985693210679 2.141443136001072))"
256,89394461c8bffff,"POLYGON ((41.37156244201877 2.1349299076977752, 41.369784305702176 2.1352590961541957, 41.36921582512018 2.137430118203658, 41.370425489448465 2.1392720473074722, 41.37220365972871 2.1389429289076283, 41.372772131717575 2.1367718113445155, 41.37156244201877 2.1349299076977752))"
257,89394461c13ffff,"POLYGON ((41.36921582512018 2.137430118203658, 41.36743762882439 2.137759252343221, 41.36686906289378 2.1399302455307145, 41.36807870184847 2.1417722000818857, 41.36985693210679 2.141443136001072, 41.370425489448465 2.1392720473074722, 41.36921582512018 2.137430118203658))"
258,89394461c83ffff,"POLYGON ((41.374550242013385 2.1364426386234503, 41.372772131717575 2.1367718113445155, 41.37220365972871 2.1389429289076283, 41.37341330662627 2.1407849692658454, 41.375191450881594 2.1404558666099605, 41.37575991428042 2.1382846535278186, 41.374550242013385 2.1364426386234503))"
259,89394461c8fffff,"POLYGON ((41.37220365972871 2.1389429289076283, 41.370425489448465 2.1392720473074722, 41.36985693210679 2.141443136001072, 41.37106655363178 2.1432852018033923, 41.37284475787043 2.142956153470882, 41.37341330662627 2.1407849692658454, 41.37220365972871 2.1389429289076283))"
260,89394461c97ffff,"POLYGON ((41.37753799854609 2.1379554965463994, 41.37575991428042 2.1382846535278186, 41.375191450881594 2.1404558666099605, 41.376401080335995 2.1422980182321925, 41.37817919855712 2.141968931324547, 41.37874765336895 2.139797622718008, 41.37753799854609 2.1379554965463994))"
261,89394460263ffff,"POLYGON ((41.37561368109613 2.125916412621562, 41.37383569872814 2.1262457797597922, 41.373267465602815 2.1284167928187965, 41.37447722345487 2.1302585342677087, 41.376255239793956 2.1299292371709857, 41.376823464310476 2.127758128580965, 41.37561368109613 2.125916412621562))"
262,8939446026fffff,"POLYGON ((41.373267465602815 2.1284167928187965, 41.37148942324179 2.128746105637952, 41.37092110476224 2.1309170898652345, 41.37213083724888 2.1327588567939104, 41.37390891357992 2.132429614018422, 41.37447722345487 2.1302585342677087, 41.373267465602815 2.1284167928187965))"
263,89394461cd7ffff,"POLYGON ((41.37092110476224 2.1309170898652345, 41.36914300241453 2.1312463483675135, 41.368574598584 2.1334173037554756, 41.369784305702176 2.1352590961541957, 41.37156244201877 2.1349299076977752, 41.37213083724888 2.1327588567939104, 41.37092110476224 2.1309170898652345))"
264,89394460267ffff,"POLYGON ((41.376255239793956 2.1299292371709857, 41.37447722345487 2.1302585342677087, 41.37390891357992 2.132429614018422, 41.37511862864617 2.13427149219834, 41.37689667895115 2.133942265153906, 41.377464980224566 2.1317710898743902, 41.376255239793956 2.1299292371709857))"
265,89394460233ffff,"POLYGON ((41.38457676936294 2.130453887193533, 41.38279886510448 2.130783207164678, 41.3822306577964 2.132954506832812, 41.38344036334694 2.1347965820740393, 41.38521830156421 2.134467332170206, 41.38578650027271 2.132295936954968, 41.38457676936294 2.130453887193533))"
266,8939446022bffff,"POLYGON ((41.3792429705324 2.1314418085043623, 41.377464980224566 2.1317710898743902, 41.37689667895115 2.133942265153906, 41.37810637658462 2.1357842545947032, 41.37988440085423 2.135455043285558, 41.38045269352917 2.133283772471861, 41.3792429705324 2.1314418085043623))"
267,8939446022fffff,"POLYGON ((41.37988440085423 2.135455043285558, 41.37810637658462 2.1357842545947032, 41.37753799854609 2.1379554965463994, 41.37874765336895 2.139797622718008, 41.38052571159513 2.139468481480484, 41.38109408104246 2.137297143996855, 41.37988440085423 2.135455043285558))"
268,89394461c93ffff,"POLYGON ((41.37689667895115 2.133942265153906, 41.37511862864617 2.13427149219834, 41.374550242013385 2.1364426386234503, 41.37575991428042 2.1382846535278186, 41.37753799854609 2.1379554965463994, 41.37810637658462 2.1357842545947032, 41.37689667895115 2.133942265153906))"
269,89394461c9bffff,"POLYGON ((41.37390891357992 2.132429614018422, 41.37213083724888 2.1327588567939104, 41.37156244201877 2.1349299076977752, 41.372772131717575 2.1367718113445155, 41.374550242013385 2.1364426386234503, 41.37511862864617 2.13427149219834, 41.37390891357992 2.132429614018422))"
